property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,south_lat,north_lat,west_lon,east_lon,geojson
flat,signature global park 4,sector 36,0.82,7586.0,3,2,2,2.0,New Property,850.0,0,0,0,0,0,0,8,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.75,7500.0,2,2,2,5.0,Relatively New,856.0,0,0,0,0,0,0,26,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,signature global park 4,sector 36,1.0,9901.0,3,2,3,2.0,New Property,1122.0,0,0,0,0,0,0,128,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,krisumi waterfall residences,sector 36,4.1,15501.0,3,4,3,30.0,New Property,2820.0,1,0,0,0,0,2,49,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,signature global park 4,sector 36,0.72,6660.0,3,2,3,3.0,Under Construction,978.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
house,independent,sector 36,0.66,7166.0,2,2,3,4.0,New Property,823.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.45,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
house,independent,sector 36,0.75,6938.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.36,9000.0,1,1,1,7.0,Relatively New,407.0,0,0,0,0,0,0,95,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,signature global park 4,sector 36,0.85,11333.0,3,2,3,1.0,New Property,833.0,0,0,0,0,0,0,33,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,signature global infinity mall,sector 36,0.41,6269.0,2,2,3,3.0,New Property,654.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.5,8333.0,1,1,1,5.0,New Property,600.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.37,10541.0,1,1,1,3.0,Relatively New,319.0,0,0,0,0,0,1,88,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.4,10204.0,1,1,1,4.0,Relatively New,436.0,0,0,0,0,0,0,35,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,the serenas,sector 36,0.42,7910.0,2,2,1,3.0,New Property,590.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,signature global park 4,sector 36,0.72,6429.0,3,2,3,2.0,Under Construction,1244.0,0,0,0,0,0,0,0,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,breez global heights,sector 36,0.24,5825.0,1,1,1,8.0,New Property,458.0,0,0,0,0,0,1,57,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,krisumi waterfall residences,sector 36,2.2,14875.0,2,2,2,23.0,New Property,1338.0,0,0,0,0,0,0,15,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,avl 36 gurgaon,sector 36,0.65,8953.0,2,2,2,7.0,Relatively New,657.0,0,0,0,0,0,0,89,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,signature global park 4,sector 36,0.82,7586.0,3,2,3,2.0,New Property,1201.0,0,0,0,0,0,0,24,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,krisumi waterfall residences,sector 36,2.3,15551.0,2,2,2,23.0,New Property,1479.0,0,0,0,0,0,0,58,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,krisumi waterfall residences,sector 36,3.65,14381.0,3,3,2,17.0,New Property,2297.0,0,0,0,0,0,0,31,28.410702,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
flat,smart world gems,sector 89,0.95,8597.0,2,2,2,4.0,New Property,1226.0,1,1,0,0,0,0,38,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
house,greenopolis,sector 89,0.7,5397.0,2,2,2,14.0,New Property,1297.0,0,0,0,0,0,0,0,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.71,12000.0,3,2,0,3.0,New Property,1423.0,0,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,adani aangan galleria,sector 89,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,0,74,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,m3m soulitude,sector 89,1.3,8701.0,3,3,2,1.0,New Property,1179.0,0,0,0,0,1,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,3.0,New Property,998.0,1,0,0,0,1,0,95,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.0,9009.0,2,2,3,3.0,New Property,1233.0,1,0,0,0,1,0,99,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,2.0,New Property,998.0,1,0,0,0,1,0,44,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,greenopolis,sector 89,0.65,5196.0,2,2,2,15.0,Under Construction,1390.0,0,0,0,0,0,0,37,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.1,9973.0,3,1,0,0.0,New Property,1103.0,0,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.86,7797.0,2,3,3,4.0,Under Construction,998.0,0,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,greenopolis,sector 89,0.8,6168.0,2,2,2,6.0,Under Construction,1441.0,0,0,0,0,0,0,44,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.86,7797.0,2,3,2,4.0,New Property,1226.0,1,1,0,1,0,1,72,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
