property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,south_lat,north_lat,west_lon,east_lon,geojson
flat,dlf regency park,sector 28,2.26,13697.0,3,3,2,19.0,Old Property,1700.0,0,1,0,0,0,0,158,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,1.91,16609.0,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,2,98,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,independent,sector 28,1.39,11583.0,2,2,1,3.0,Old Property,1450.0,0,0,1,0,0,0,37,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,sahara grace,sector 28,5.5,14612.0,4,5,3+,5.0,Moderately Old,3406.0,0,1,0,0,1,1,8,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,independent,sector 28,1.45,8002.0,3,2,1,1.0,Relatively New,1800.0,0,0,0,0,0,0,0,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,independent,sector 28,8.4,34568.0,4,4,3+,2.0,Relatively New,2430.0,0,1,1,1,0,1,139,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,2.35,13225.0,3,4,3,8.0,Old Property,1700.0,0,1,0,0,0,1,109,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf ridgewood estate,sector 28,2.0,14599.0,3,3,1,12.0,Old Property,1240.0,0,0,0,0,0,1,96,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,1.24,12400.0,2,2,3+,19.0,Moderately Old,1050.0,0,0,0,1,0,1,157,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,housing board colony,sector 28,2.1,23333.0,2,8,3+,4.0,Moderately Old,900.0,0,0,0,0,1,1,38,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,rose apartment,sector 28,3.0,10482.0,3,5,3+,8.0,Old Property,2590.0,0,0,0,0,0,0,0,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,maruti vihar,sector 28,1.0,9091.0,1,1,1,1.0,Old Property,995.0,1,0,0,1,0,1,80,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,housing board colony,sector 28,3.5,25926.0,2,6,3,3.0,Relatively New,1350.0,0,0,0,0,0,0,0,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,independent,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,3240.0,0,1,1,1,0,1,126,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,2.25,14516.0,3,3,2,16.0,Old Property,1700.0,0,1,0,0,0,0,89,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,independent,sector 28,11.75,41315.0,4,5,3+,4.0,Relatively New,2844.0,1,1,1,0,0,1,54,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,2.35,13225.0,3,3,2,18.0,Old Property,1608.0,0,1,0,0,0,0,120,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,project housing board colony,sector 28,2.58,17695.0,4,2,2,2.0,Relatively New,1458.0,0,0,0,0,0,0,0,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,independent,sector 28,9.0,27778.0,6,7,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,0,67,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,1.35,11739.0,2,2,2,14.0,Old Property,1120.0,0,0,1,0,0,0,66,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,maruti vihar colony,sector 28,0.95,8887.0,2,1,1,1.0,Old Property,1188.0,0,0,0,0,0,0,59,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,2488.0,0,1,0,0,0,0,31,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,dlf regency park,sector 28,1.35,11989.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,0,0,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,suncity platinum towers,sector 28,6.2,23091.0,3,4,3+,21.0,Relatively New,2000.0,0,1,0,0,0,1,160,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
house,suncity essel towers,sector 28,6.0,22222.0,4,4,3+,3.0,Old Property,2700.0,1,0,0,0,0,1,89,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2983.0,0,1,0,0,0,0,31,28.4679062,28.4814775,77.0715635,77.094632,"{'type': 'Polygon', 'coordinates': [[[77.0715635, 28.478064], [77.0723018, 28.4740158], [77.072404, 28.4734557], [77.0725126, 28.4728602], [77.0727393, 28.4716173], [77.0731216, 28.4695211], [77.07311, 28.4679062], [77.0741716, 28.4679182], [77.0796633, 28.4679529], [77.086146, 28.4680042], [77.0881372, 28.4680038], [77.0917781, 28.4679831], [77.0943485, 28.4679685], [77.0940191, 28.4699817], [77.0940064, 28.4703349], [77.0939645, 28.4713108], [77.0939151, 28.4719411], [77.0938061, 28.4779298], [77.0937546, 28.478914], [77.0943153, 28.4797448], [77.094632, 28.4814775], [77.0934352, 28.48114], [77.0891544, 28.4802629], [77.0874271, 28.4803435], [77.0817193, 28.4794708], [77.0797363, 28.4791961], [77.0783113, 28.4789987], [77.0715635, 28.478064]]]}"
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.0,4,4,3+,3.0,Relatively New,2194.0,1,1,0,0,0,2,174,28.3939999,28.4122793,77.0589847,77.080579,"{'type': 'Polygon', 'coordinates': [[[77.0589847, 28.406556], [77.0624837, 28.400296], [77.0631054, 28.3992625], [77.0639584, 28.3977044], [77.0640126, 28.3976108], [77.0659928, 28.3939999], [77.0711687, 28.3961878], [77.0768351, 28.3985477], [77.0782193, 28.398869], [77.0795386, 28.3991752], [77.080579, 28.3994698], [77.0792652, 28.4019148], [77.0788913, 28.402756], [77.0746581, 28.4122793], [77.0736191, 28.4118837], [77.0735146, 28.4118429], [77.0731214, 28.4117043], [77.0589847, 28.406556]]]}"
flat,m3m heights,sector 65,2.86,13999.0,3,3,3,45.0,Under Construction,2267.0,0,1,0,0,0,0,48,28.3939999,28.4122793,77.0589847,77.080579,"{'type': 'Polygon', 'coordinates': [[[77.0589847, 28.406556], [77.0624837, 28.400296], [77.0631054, 28.3992625], [77.0639584, 28.3977044], [77.0640126, 28.3976108], [77.0659928, 28.3939999], [77.0711687, 28.3961878], [77.0768351, 28.3985477], [77.0782193, 28.398869], [77.0795386, 28.3991752], [77.080579, 28.3994698], [77.0792652, 28.4019148], [77.0788913, 28.402756], [77.0746581, 28.4122793], [77.0736191, 28.4118837], [77.0735146, 28.4118429], [77.0731214, 28.4117043], [77.0589847, 28.406556]]]}"
flat,m3m golfestate,sector 65,5.5,16960.0,3,4,3,3.0,Relatively New,2803.0,0,1,0,0,0,0,49,28.3939999,28.4122793,77.0589847,77.080579,"{'type': 'Polygon', 'coordinates': [[[77.0589847, 28.406556], [77.0624837, 28.400296], [77.0631054, 28.3992625], [77.0639584, 28.3977044], [77.0640126, 28.3976108], [77.0659928, 28.3939999], [77.0711687, 28.3961878], [77.0768351, 28.3985477], [77.0782193, 28.398869], [77.0795386, 28.3991752], [77.080579, 28.3994698], [77.0792652, 28.4019148], [77.0788913, 28.402756], [77.0746581, 28.4122793], [77.0736191, 28.4118837], [77.0735146, 28.4118429], [77.0731214, 28.4117043], [77.0589847, 28.406556]]]}"
