sector,south_lat,north_lat,west_lon,east_lon,geojson
"sector 29, Gurugram, Haryana, India",28.4580915,28.4780640,77.0574099,77.0741115,"{'type': 'Polygon', 'coordinates': [[[77.0574099, 28.4687352], [77.0579091, 28.4682387], [77.0584506, 28.4679719], [77.0591825, 28.4676332], [77.0605008, 28.4666382], [77.0639896, 28.4639585], [77.0684497, 28.4605473], [77.0716604, 28.4580915], [77.0741115, 28.4588488], [77.0740865, 28.4596576], [77.0740668, 28.4606563], [77.0739458, 28.461676], [77.073254, 28.4670235], [77.07311, 28.4679062], [77.0731216, 28.4695211], [77.0727393, 28.4716173], [77.0725126, 28.4728602], [77.072404, 28.4734557], [77.0723018, 28.4740158], [77.0715635, 28.478064], [77.0684495, 28.4774587], [77.0614642, 28.471959], [77.0590178, 28.4700328], [77.0574099, 28.4687352]]]}"
"sector 30, Gurugram, Haryana, India",28.4558177,28.4687352,77.0497732,77.0639896,"{'type': 'Polygon', 'coordinates': [[[77.0497732, 28.4595874], [77.0502337, 28.4591683], [77.0531088, 28.4570036], [77.0551782, 28.4563328], [77.0559905, 28.4558177], [77.0606103, 28.4605194], [77.0627821, 28.4627296], [77.0639896, 28.4639585], [77.0605008, 28.4666382], [77.0591825, 28.4676332], [77.0584506, 28.4679719], [77.0579091, 28.4682387], [77.0574099, 28.4687352], [77.053243, 28.4634025], [77.0528316, 28.4628761], [77.0497732, 28.4595874]]]}"
"sector 31, Gurugram, Haryana, India",28.4462503,28.4595874,77.0419032,77.0566718,"{'type': 'Polygon', 'coordinates': [[[77.0419032, 28.4518372], [77.0476423, 28.4462503], [77.0508629, 28.4491446], [77.0566718, 28.455305], [77.0559905, 28.4558177], [77.0551782, 28.4563328], [77.0531088, 28.4570036], [77.0502337, 28.4591683], [77.0497732, 28.4595874], [77.0419032, 28.4518372]]]}"
"sector 32, Gurugram, Haryana, India",28.4404721,28.4518372,77.0358890,77.0476423,"{'type': 'Polygon', 'coordinates': [[[77.035889, 28.4460043], [77.0367344, 28.4444865], [77.0371525, 28.4437359], [77.0414743, 28.4404721], [77.0470802, 28.4461172], [77.0476423, 28.4462503], [77.0419032, 28.4518372], [77.0378856, 28.4476077], [77.035889, 28.4460043]]]}"
"sector 33, Gurugram, Haryana, India",28.4262264,28.4478757,77.0101187,77.0370191,"{'type': 'Polygon', 'coordinates': [[[77.0101187, 28.4358808], [77.0141524, 28.4332276], [77.0165188, 28.4316848], [77.0166281, 28.4316096], [77.0171298, 28.4312509], [77.0185663, 28.4302836], [77.0186003, 28.4302654], [77.0202659, 28.4292708], [77.0211742, 28.4286518], [77.0220132, 28.427718], [77.0244887, 28.4263441], [77.0254603, 28.4262264], [77.0267289, 28.4262539], [77.0362669, 28.4284369], [77.0370191, 28.428612], [77.0368346, 28.4292604], [77.0367248, 28.4295804], [77.0363093, 28.4309601], [77.0362608, 28.4311211], [77.0360441, 28.4320391], [77.0357812, 28.433805], [77.0353788, 28.4352673], [77.0351195, 28.4359235], [77.0347588, 28.4373636], [77.034585, 28.438225], [77.0344439, 28.4391863], [77.0344062, 28.4394779], [77.0336801, 28.4455947], [77.0320366, 28.4453475], [77.0284961, 28.4463475], [77.0239042, 28.4477248], [77.0223807, 28.4478757], [77.0215224, 28.4477625], [77.0204495, 28.4472531], [77.0195268, 28.4463664], [77.0175083, 28.4439405], [77.0144701, 28.4410997], [77.0101187, 28.4358808]]]}"
"sector 34, Gurugram, Haryana, India",28.4209609,28.4358808,77.0003673,77.0202659,"{'type': 'Polygon', 'coordinates': [[[77.0003673, 28.4242183], [77.0108877, 28.4209609], [77.0120198, 28.4211561], [77.0126127, 28.421315], [77.0141684, 28.4220315], [77.0159279, 28.4240826], [77.0202659, 28.4292708], [77.0186003, 28.4302654], [77.0185663, 28.4302836], [77.0171298, 28.4312509], [77.0166281, 28.4316096], [77.0165188, 28.4316848], [77.0141524, 28.4332276], [77.0101187, 28.4358808], [77.0065073, 28.4315906], [77.0003673, 28.4242183]]]}"
"sector 35, Gurugram, Haryana, India",28.3945669,28.4345669,76.9818689,77.0218689,"{'type': 'Point', 'coordinates': [77.0018689, 28.4145669]}"
"sector 36, Gurugram, Haryana, India",28.4107020,28.4303221,76.9790143,77.0003673,"{'type': 'Polygon', 'coordinates': [[[76.9790143, 28.4190339], [76.9838638, 28.4141649], [76.9932792, 28.410702], [76.994444, 28.4129504], [76.996049, 28.4162059], [76.9974807, 28.4188039], [76.9974978, 28.4188105], [76.997764, 28.4192752], [76.9980651, 28.4198409], [76.9983796, 28.4204181], [76.9984455, 28.420532], [76.9989108, 28.4214685], [77.0003673, 28.4242183], [76.9991105, 28.4247066], [76.9978002, 28.4253474], [76.9897779, 28.4297524], [76.9887061, 28.4303221], [76.9790143, 28.4190339]]]}"
"sector 37, Gurugram, Haryana, India",28.4242183,28.4440701,76.9887061,77.0101187,"{'type': 'Polygon', 'coordinates': [[[76.9887061, 28.4303221], [76.9897779, 28.4297524], [76.9978002, 28.4253474], [76.9991105, 28.4247066], [77.0003673, 28.4242183], [77.0065073, 28.4315906], [77.0101187, 28.4358808], [77.009322, 28.436365], [77.0074539, 28.4375406], [77.0060488, 28.4383915], [77.0022039, 28.4411764], [77.0009331, 28.4425741], [77.0001506, 28.4434109], [76.9995911, 28.4440701], [76.9971713, 28.4411076], [76.9970987, 28.4410194], [76.9947336, 28.4380677], [76.9947346, 28.437949], [76.9937, 28.4366584], [76.9927571, 28.4354822], [76.9924683, 28.4351219], [76.9920539, 28.4346049], [76.9887061, 28.4303221]]]}"
"sector 37a, Gurugram, Haryana, India",28.4374456,28.4483074,76.9870163,77.0001506,"{'type': 'Polygon', 'coordinates': [[[76.9870163, 28.4436303], [76.9899012, 28.4409557], [76.9947346, 28.437949], [76.9947336, 28.4380677], [76.9958824, 28.4374456], [76.9963041, 28.4379538], [76.9970544, 28.4389947], [76.9981861, 28.4405277], [77.0001506, 28.4434109], [76.9995911, 28.4440701], [76.9982421, 28.4464881], [76.9972285, 28.4483074], [76.9878213, 28.4440288], [76.9870163, 28.4436303]]]}"
"sector 37c, Gurugram, Haryana, India",28.4424744,28.4544427,76.9782526,76.9972285,"{'type': 'Polygon', 'coordinates': [[[76.9782526, 28.451302], [76.984218, 28.4424744], [76.9870163, 28.4436303], [76.9878213, 28.4440288], [76.9972285, 28.4483074], [76.9938186, 28.4544427], [76.9937064, 28.4544201], [76.9893295, 28.4535376], [76.9782526, 28.451302]]]}"
"sector 37d, Gurugram, Haryana, India",28.4299891,28.4615642,76.9602355,76.9842180,"{'type': 'Polygon', 'coordinates': [[[76.9602355, 28.4405546], [76.9602428, 28.4397503], [76.9602483, 28.4391412], [76.9602533, 28.438598], [76.9605839, 28.4356691], [76.9608794, 28.4321442], [76.9612918, 28.4299891], [76.964933, 28.4327041], [76.965093, 28.4327895], [76.9746821, 28.4379053], [76.9755715, 28.4383938], [76.9761979, 28.4385266], [76.9761723, 28.44003], [76.9761733, 28.4420217], [76.976876, 28.4424415], [76.9787608, 28.4423114], [76.9789737, 28.4423811], [76.9791828, 28.442445], [76.9814448, 28.4419255], [76.9814958, 28.4418644], [76.9815458, 28.4418023], [76.9817825, 28.4419128], [76.9818519, 28.4419306], [76.984218, 28.4424744], [76.9782526, 28.451302], [76.9777607, 28.461455], [76.9776032, 28.4615642], [76.9623868, 28.4530169], [76.9612774, 28.4524808], [76.9606894, 28.4463509], [76.9603024, 28.4433543], [76.9602355, 28.4405546]]]}"
"sector 38, Gurugram, Haryana, India",28.4286120,28.4460043,77.0336801,77.0492887,"{'type': 'Polygon', 'coordinates': [[[77.0336801, 28.4455947], [77.0344062, 28.4394779], [77.0344439, 28.4391863], [77.034585, 28.438225], [77.0347588, 28.4373636], [77.0351195, 28.4359235], [77.0353788, 28.4352673], [77.0357812, 28.433805], [77.0360441, 28.4320391], [77.0362608, 28.4311211], [77.0363093, 28.4309601], [77.0367248, 28.4295804], [77.0368346, 28.4292604], [77.0370191, 28.428612], [77.0433202, 28.4300964], [77.0452973, 28.4305621], [77.0462121, 28.4315046], [77.0492887, 28.4346743], [77.0492095, 28.4347332], [77.0485202, 28.4352458], [77.0480006, 28.4356259], [77.0429789, 28.4393558], [77.0414743, 28.4404721], [77.0371525, 28.4437359], [77.0367344, 28.4444865], [77.035889, 28.4460043], [77.0349097, 28.4457251], [77.0336801, 28.4455947]]]}"
"sector 39, Gurugram, Haryana, India",28.4346743,28.4491446,77.0414743,77.0581972,"{'type': 'Polygon', 'coordinates': [[[77.0414743, 28.4404721], [77.0429789, 28.4393558], [77.0480006, 28.4356259], [77.0485202, 28.4352458], [77.0492095, 28.4347332], [77.0492887, 28.4346743], [77.0560453, 28.4414038], [77.0581972, 28.4438734], [77.0571439, 28.444721], [77.0561139, 28.4462304], [77.0541613, 28.4466455], [77.0537517, 28.4469731], [77.0522441, 28.4481401], [77.0508629, 28.4491446], [77.0476423, 28.4462503], [77.0470802, 28.4461172], [77.0414743, 28.4404721]]]}"
"sector 40, Gurugram, Haryana, India",28.4438734,28.4553050,77.0508629,77.0640544,"{'type': 'Polygon', 'coordinates': [[[77.0508629, 28.4491446], [77.0522441, 28.4481401], [77.0537517, 28.4469731], [77.0541613, 28.4466455], [77.0561139, 28.4462304], [77.0571439, 28.444721], [77.0581972, 28.4438734], [77.0609578, 28.4467663], [77.0640544, 28.4500074], [77.0582901, 28.4541334], [77.0566718, 28.455305], [77.0508629, 28.4491446]]]}"
"sector 41, Gurugram, Haryana, India",28.4500074,28.4639585,77.0559905,77.0716604,"{'type': 'Polygon', 'coordinates': [[[77.0559905, 28.4558177], [77.0566718, 28.455305], [77.0582901, 28.4541334], [77.0640544, 28.4500074], [77.0665475, 28.4521716], [77.0716604, 28.4580915], [77.0684497, 28.4605473], [77.0639896, 28.4639585], [77.0627821, 28.4627296], [77.0606103, 28.4605194], [77.0559905, 28.4558177]]]}"
"sector 42, Gurugram, Haryana, India",28.4492302,28.4679478,77.0952570,77.1220533,"{'type': 'Polygon', 'coordinates': [[[77.095257, 28.4631626], [77.0957275, 28.4615336], [77.0964758, 28.4588512], [77.0973362, 28.4558624], [77.0974583, 28.4554744], [77.0977387, 28.4544433], [77.0989669, 28.4507692], [77.0994329, 28.4494778], [77.1021715, 28.449894], [77.1065637, 28.4501085], [77.1088097, 28.4504499], [77.1104549, 28.4503982], [77.1106121, 28.4503933], [77.1134349, 28.4498087], [77.1138616, 28.4497203], [77.114323, 28.4496535], [77.1172468, 28.4492302], [77.1192638, 28.4493245], [77.1220533, 28.4492302], [77.1217636, 28.4533548], [77.1216027, 28.4556446], [77.1144788, 28.4662841], [77.1139852, 28.4665293], [77.1111314, 28.4663029], [77.1096508, 28.4665482], [77.1094849, 28.4666436], [77.108535, 28.4671895], [77.1079869, 28.4679478], [77.1076447, 28.4673583], [77.1075184, 28.4671508], [77.1069143, 28.466158], [77.1067654, 28.4658133], [77.1064859, 28.4644418], [77.1064017, 28.4642701], [77.1061518, 28.4641894], [77.1056218, 28.4641492], [77.1005321, 28.4637629], [77.0973298, 28.4633985], [77.095257, 28.4631626]]]}"
"sector 43, Gurugram, Haryana, India",28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
"sector 44, Gurugram, Haryana, India",28.4459349,28.4588488,77.0665475,77.0794759,"{'type': 'Polygon', 'coordinates': [[[77.0665475, 28.4521716], [77.0694092, 28.4500905], [77.069658, 28.4499095], [77.0718253, 28.44891], [77.0724405, 28.4486263], [77.0740557, 28.4478814], [77.0759032, 28.445991], [77.0768903, 28.4459349], [77.0794759, 28.4473152], [77.0785694, 28.4482161], [77.0783132, 28.4485864], [77.0742953, 28.4543264], [77.0741115, 28.4588488], [77.0716604, 28.4580915], [77.0665475, 28.4521716]]]}"
"sector 45, Gurugram, Haryana, India",28.4368753,28.4521716,77.0581972,77.0759032,"{'type': 'Polygon', 'coordinates': [[[77.0581972, 28.4438734], [77.0623178, 28.4408105], [77.0625573, 28.4406232], [77.0628643, 28.440383], [77.063213, 28.4401096], [77.0673151, 28.4368753], [77.0679422, 28.4375744], [77.0750649, 28.4451105], [77.0759032, 28.445991], [77.0740557, 28.4478814], [77.0724405, 28.4486263], [77.0718253, 28.44891], [77.069658, 28.4499095], [77.0694092, 28.4500905], [77.0665475, 28.4521716], [77.0640544, 28.4500074], [77.0609578, 28.4467663], [77.0581972, 28.4438734]]]}"
"sector 46, Gurugram, Haryana, India",28.4276614,28.4438734,77.0492887,77.0673151,"{'type': 'Polygon', 'coordinates': [[[77.0492887, 28.4346743], [77.0493527, 28.4346236], [77.04983, 28.4342835], [77.0579916, 28.4279455], [77.0581058, 28.4278736], [77.0584137, 28.4276614], [77.0585822, 28.427848], [77.0594335, 28.4287147], [77.0617294, 28.4310886], [77.0673151, 28.4368753], [77.063213, 28.4401096], [77.0628643, 28.440383], [77.0625573, 28.4406232], [77.0623178, 28.4408105], [77.0581972, 28.4438734], [77.0560453, 28.4414038], [77.0492887, 28.4346743]]]}"
"sector 47, Gurugram, Haryana, India",28.4171357,28.4346743,77.0370191,77.0584137,"{'type': 'Polygon', 'coordinates': [[[77.0370191, 28.428612], [77.0376395, 28.4263843], [77.0403237, 28.4171357], [77.0445549, 28.4186073], [77.0453981, 28.4189007], [77.0495217, 28.4200624], [77.0511153, 28.420514], [77.0512178, 28.4205619], [77.0512614, 28.4205776], [77.0516033, 28.4207281], [77.0518744, 28.4208461], [77.0535016, 28.4224993], [77.0539989, 28.4230073], [77.0553416, 28.4246722], [77.0572988, 28.4265483], [77.0584137, 28.4276614], [77.0581058, 28.4278736], [77.0579916, 28.4279455], [77.04983, 28.4342835], [77.0493527, 28.4346236], [77.0492887, 28.4346743], [77.0462121, 28.4315046], [77.0452973, 28.4305621], [77.0433202, 28.4300964], [77.0370191, 28.428612]]]}"
"sector 48, Gurugram, Haryana, India",28.3904903,28.4304903,77.0194627,77.0594627,"{'type': 'Point', 'coordinates': [77.0394627, 28.4104903]}"
"sector 49, Gurugram, Haryana, India",28.4013433,28.4208461,77.0403237,77.0589847,"{'type': 'Polygon', 'coordinates': [[[77.0403237, 28.4171357], [77.0419513, 28.4115607], [77.0428532, 28.4085021], [77.0448633, 28.4013433], [77.0451378, 28.4013861], [77.0457015, 28.401549], [77.054897, 28.4049893], [77.0589847, 28.406556], [77.0587111, 28.4071135], [77.0580586, 28.4084502], [77.057882, 28.4088119], [77.0570819, 28.4104509], [77.0561852, 28.4122879], [77.0550168, 28.4146814], [77.054682, 28.4153672], [77.0521811, 28.4202635], [77.0518744, 28.4208461], [77.0516033, 28.4207281], [77.0512614, 28.4205776], [77.0512178, 28.4205619], [77.0511153, 28.420514], [77.0495217, 28.4200624], [77.0453981, 28.4189007], [77.0445549, 28.4186073], [77.0403237, 28.4171357]]]}"
"sector 50, Gurugram, Haryana, India",28.4065560,28.4265483,77.0518744,77.0746581,"{'type': 'Polygon', 'coordinates': [[[77.0518744, 28.4208461], [77.0521811, 28.4202635], [77.054682, 28.4153672], [77.0550168, 28.4146814], [77.0561852, 28.4122879], [77.0570819, 28.4104509], [77.057882, 28.4088119], [77.0580586, 28.4084502], [77.0587111, 28.4071135], [77.0589847, 28.406556], [77.0731214, 28.4117043], [77.0735146, 28.4118429], [77.0736191, 28.4118837], [77.0746581, 28.4122793], [77.0685031, 28.4175946], [77.0658283, 28.4197244], [77.0648143, 28.4205318], [77.0572988, 28.4265483], [77.0553416, 28.4246722], [77.0539989, 28.4230073], [77.0535016, 28.4224993], [77.0518744, 28.4208461]]]}"
"sector 51, Gurugram, Haryana, India",28.4205318,28.4368753,77.0572988,77.0754687,"{'type': 'Polygon', 'coordinates': [[[77.0572988, 28.4265483], [77.0648143, 28.4205318], [77.0726514, 28.427971], [77.0754687, 28.4306451], [77.0726336, 28.4328178], [77.0716523, 28.4335698], [77.067747, 28.4365532], [77.0673151, 28.4368753], [77.0617294, 28.4310886], [77.0594335, 28.4287147], [77.0585822, 28.427848], [77.0584137, 28.4276614], [77.0572988, 28.4265483]]]}"
"sector 52, Gurugram, Haryana, India",28.4296677,28.4473152,77.0673151,77.0913054,"{'type': 'Polygon', 'coordinates': [[[77.0673151, 28.4368753], [77.067747, 28.4365532], [77.0716523, 28.4335698], [77.0726336, 28.4328178], [77.0754687, 28.4306451], [77.0853328, 28.4296677], [77.091248, 28.4298979], [77.0913054, 28.4308836], [77.0903592, 28.4359516], [77.090155, 28.4371703], [77.0897013, 28.4381641], [77.0892083, 28.4388676], [77.0881306, 28.4399987], [77.0863124, 28.4414772], [77.084469, 28.4427548], [77.0837952, 28.443534], [77.0834464, 28.4437731], [77.0812837, 28.4458395], [77.0806293, 28.4463884], [77.0794759, 28.4473152], [77.0768903, 28.4459349], [77.0759032, 28.445991], [77.0750649, 28.4451105], [77.0679422, 28.4375744], [77.0673151, 28.4368753]], [[77.0812747, 28.4427417], [77.0818379, 28.443439], [77.0828775, 28.443149], [77.0824837, 28.44202], [77.0812747, 28.4427417]]]}"
"sector 53, Gurugram, Haryana, India",28.4312887,28.4502537,77.0876834,77.1053206,"{'type': 'Polygon', 'coordinates': [[[77.0876834, 28.4491056], [77.0887455, 28.4465303], [77.0905373, 28.4431813], [77.0918784, 28.4414078], [77.0936057, 28.4374077], [77.094346, 28.4349265], [77.0955925, 28.4312887], [77.0962612, 28.4314754], [77.1053206, 28.4313367], [77.1035925, 28.4372842], [77.1026688, 28.4397409], [77.1026464, 28.4398013], [77.1012851, 28.4434208], [77.0999528, 28.4478306], [77.0996273, 28.448841], [77.0994329, 28.4494778], [77.0988915, 28.449362], [77.0986698, 28.449367], [77.0984553, 28.4493953], [77.0971195, 28.4498764], [77.0967279, 28.4499943], [77.0953922, 28.4502301], [77.0951239, 28.4502537], [77.0921306, 28.449999], [77.0880979, 28.4498363], [77.0877368, 28.4498441], [77.0876834, 28.4491056]]]}"
"sector 54, Gurugram, Haryana, India",28.4313367,28.4504499,77.0994329,77.1220533,"{'type': 'Polygon', 'coordinates': [[[77.0994329, 28.4494778], [77.0996273, 28.448841], [77.0999528, 28.4478306], [77.1012851, 28.4434208], [77.1026464, 28.4398013], [77.1026688, 28.4397409], [77.1035925, 28.4372842], [77.1053206, 28.4313367], [77.1184055, 28.4314188], [77.1220533, 28.4362304], [77.1216242, 28.4373625], [77.1220533, 28.4492302], [77.1192638, 28.4493245], [77.1172468, 28.4492302], [77.114323, 28.4496535], [77.1138616, 28.4497203], [77.1134349, 28.4498087], [77.1106121, 28.4503933], [77.1104549, 28.4503982], [77.1088097, 28.4504499], [77.1065637, 28.4501085], [77.1021715, 28.449894], [77.0994329, 28.4494778]]]}"
"sector 55, Gurugram, Haryana, India",28.4192579,28.4314188,77.1051935,77.1184055,"{'type': 'Polygon', 'coordinates': [[[77.1051935, 28.4192579], [77.1080744, 28.4212281], [77.1088321, 28.4215879], [77.1092921, 28.4218084], [77.1093901, 28.4218505], [77.1094987, 28.4219924], [77.1097012, 28.4222543], [77.1100156, 28.4226818], [77.1155389, 28.428181], [77.1171395, 28.4291922], [77.1184055, 28.4314188], [77.1053206, 28.4313367], [77.1051935, 28.4192579]]]}"
"sector 56, Gurugram, Haryana, India",28.4172746,28.4314754,77.0910767,77.1053206,"{'type': 'Polygon', 'coordinates': [[[77.0910767, 28.4173299], [77.0937117, 28.4173275], [77.0948449, 28.4173265], [77.097532, 28.4172746], [77.1011007, 28.4182496], [77.1051935, 28.4192579], [77.1053206, 28.4313367], [77.0962612, 28.4314754], [77.0955925, 28.4312887], [77.091248, 28.4298979], [77.0911594, 28.4229007], [77.0910847, 28.4178708], [77.0910767, 28.4173299]]]}"
"sector 57, Gurugram, Haryana, India",28.4122793,28.4306451,77.0648143,77.0912480,"{'type': 'Polygon', 'coordinates': [[[77.0648143, 28.4205318], [77.0658283, 28.4197244], [77.0685031, 28.4175946], [77.0746581, 28.4122793], [77.0747173, 28.4123036], [77.0795084, 28.4140966], [77.0804928, 28.4143783], [77.0815928, 28.414693], [77.0858068, 28.4158987], [77.0879396, 28.416509], [77.0896436, 28.4169965], [77.0910767, 28.4173299], [77.0910847, 28.4178708], [77.0911594, 28.4229007], [77.091248, 28.4298979], [77.0853328, 28.4296677], [77.0754687, 28.4306451], [77.0726514, 28.427971], [77.0648143, 28.4205318]]]}"
"sector 58, Gurugram, Haryana, India",28.4086456,28.4281810,77.1011878,77.1182005,"{'type': 'Polygon', 'coordinates': [[[77.1011878, 28.418212], [77.1020696, 28.4091035], [77.1021139, 28.4086456], [77.1107362, 28.411378], [77.1112805, 28.4115479], [77.1182005, 28.4137488], [77.1175929, 28.4167058], [77.1152889, 28.4234414], [77.1155389, 28.428181], [77.1093901, 28.4218505], [77.1051935, 28.4192579], [77.1011878, 28.418212]]]}"
"sector 59, Gurugram, Haryana, India",28.3830162,28.4230162,77.0866682,77.1266682,"{'type': 'Point', 'coordinates': [77.1066682, 28.4030162]}"
"sector 60, Gurugram, Haryana, India",28.3785617,28.4185617,77.0778276,77.1178276,"{'type': 'Point', 'coordinates': [77.0978276, 28.3985617]}"
"sector 61, Gurugram, Haryana, India",28.3910188,28.4310188,77.0763685,77.1163685,"{'type': 'Point', 'coordinates': [77.0963685, 28.4110188]}"
"sector 62, Gurugram, Haryana, India",28.3994698,28.4173299,77.0746581,77.0923553,"{'type': 'Polygon', 'coordinates': [[[77.0746581, 28.4122793], [77.0788913, 28.402756], [77.0792652, 28.4019148], [77.080579, 28.3994698], [77.0806463, 28.3994718], [77.0827252, 28.3999536], [77.0847914, 28.4004364], [77.0854609, 28.4005912], [77.0857952, 28.4006631], [77.0887777, 28.4013048], [77.0923553, 28.4021852], [77.092003, 28.4046238], [77.0918756, 28.4112549], [77.0912208, 28.4131694], [77.0908692, 28.4154849], [77.0910767, 28.4173299], [77.0896436, 28.4169965], [77.0879396, 28.416509], [77.0858068, 28.4158987], [77.0815928, 28.414693], [77.0804928, 28.4143783], [77.0795084, 28.4140966], [77.0747173, 28.4123036], [77.0746581, 28.4122793]]]}"
"sector 63, Gurugram, Haryana, India",28.3764476,28.4164476,77.0664980,77.1064980,"{'type': 'Point', 'coordinates': [77.086498, 28.3964476]}"
"sector 63a, Gurugram, Haryana, India",28.4242183,28.4440701,76.9887061,77.0101187,"{'type': 'Polygon', 'coordinates': [[[76.9887061, 28.4303221], [76.9897779, 28.4297524], [76.9978002, 28.4253474], [76.9991105, 28.4247066], [77.0003673, 28.4242183], [77.0065073, 28.4315906], [77.0101187, 28.4358808], [77.009322, 28.436365], [77.0074539, 28.4375406], [77.0060488, 28.4383915], [77.0022039, 28.4411764], [77.0009331, 28.4425741], [77.0001506, 28.4434109], [76.9995911, 28.4440701], [76.9971713, 28.4411076], [76.9970987, 28.4410194], [76.9947336, 28.4380677], [76.9947346, 28.437949], [76.9937, 28.4366584], [76.9927571, 28.4354822], [76.9924683, 28.4351219], [76.9920539, 28.4346049], [76.9887061, 28.4303221]]]}"
"sector 64, Gurugram, Haryana, India",28.3714643,28.4114643,77.0561983,77.0961983,"{'type': 'Point', 'coordinates': [77.0761983, 28.3914643]}"
"sector 65, Gurugram, Haryana, India",28.3939999,28.4122793,77.0589847,77.0805790,"{'type': 'Polygon', 'coordinates': [[[77.0589847, 28.406556], [77.0624837, 28.400296], [77.0631054, 28.3992625], [77.0639584, 28.3977044], [77.0640126, 28.3976108], [77.0659928, 28.3939999], [77.0711687, 28.3961878], [77.0768351, 28.3985477], [77.0782193, 28.398869], [77.0795386, 28.3991752], [77.080579, 28.3994698], [77.0792652, 28.4019148], [77.0788913, 28.402756], [77.0746581, 28.4122793], [77.0736191, 28.4118837], [77.0735146, 28.4118429], [77.0731214, 28.4117043], [77.0589847, 28.406556]]]}"
"sector 66, Gurugram, Haryana, India",28.3774292,28.4174292,77.0338823,77.0738823,"{'type': 'Point', 'coordinates': [77.0538823, 28.3974292]}"
"sector 67, Gurugram, Haryana, India",28.3664052,28.4064052,77.0398046,77.0798046,"{'type': 'Point', 'coordinates': [77.0598046, 28.3864052]}"
"sector 67a, Gurugram, Haryana, India",28.4008281,28.4240826,77.0000093,77.0196986,"{'type': 'Polygon', 'coordinates': [[[77.0000093, 28.4023072], [77.0092134, 28.4008281], [77.0092837, 28.4009686], [77.0094932, 28.4013872], [77.009756, 28.4019122], [77.0106152, 28.4036287], [77.0111553, 28.4046987], [77.0116085, 28.4046678], [77.0124051, 28.4046717], [77.0123961, 28.405245], [77.0131865, 28.4052449], [77.0131993, 28.4057854], [77.0121029, 28.4058159], [77.0116947, 28.4059308], [77.0162375, 28.414912], [77.0196986, 28.4220077], [77.0159279, 28.4240826], [77.0141684, 28.4220315], [77.0126127, 28.421315], [77.0120198, 28.4211561], [77.0108877, 28.4209609], [77.0087976, 28.4159314], [77.007613, 28.4129635], [77.0062662, 28.409589], [77.005537, 28.4085894], [77.0046285, 28.4079685], [77.0034301, 28.4069305], [77.0029236, 28.4065474], [77.0025086, 28.4061325], [77.0021452, 28.4057082], [77.0015453, 28.4050125], [77.0010017, 28.4042588], [77.0002669, 28.4029935], [77.0000093, 28.4023072]]]}"
"sector 68, Gurugram, Haryana, India",28.3688970,28.4088970,77.0259859,77.0659859,"{'type': 'Point', 'coordinates': [77.0459859, 28.388897]}"
"sector 69, Gurugram, Haryana, India",28.3760701,28.4160701,77.0172311,77.0572311,"{'type': 'Point', 'coordinates': [77.0372311, 28.3960701]}"
"sector 70, Gurugram, Haryana, India",28.3747261,28.4147261,77.0023138,77.0423138,"{'type': 'Point', 'coordinates': [77.0223138, 28.3947261]}"
"sector 71, Gurugram, Haryana, India",28.4005528,28.4200704,77.0160432,77.0308750,"{'type': 'Polygon', 'coordinates': [[[77.0160432, 28.4008164], [77.0234746, 28.4006134], [77.030875, 28.4005528], [77.0307802, 28.4030765], [77.0307812, 28.4036679], [77.0306943, 28.4045398], [77.0305808, 28.4052013], [77.0303374, 28.4060059], [77.0303359, 28.4060107], [77.0301705, 28.4065576], [77.0300931, 28.4069413], [77.0300862, 28.4069965], [77.0297455, 28.4082592], [77.0291977, 28.4091007], [77.0286977, 28.4097464], [77.0284388, 28.4101796], [77.0279006, 28.4115031], [77.0281718, 28.4132995], [77.0285135, 28.4159881], [77.0284359, 28.4169967], [77.0276144, 28.4177028], [77.0259303, 28.4185047], [77.0254168, 28.4188385], [77.0245587, 28.4193107], [77.0233009, 28.4200704], [77.0207469, 28.4129267], [77.0160432, 28.4008164]]]}"
