sector,south_lat,north_lat,west_lon,east_lon,geojson
"sector 72, Gurugram, Haryana, India",28.4005528,28.4242889,77.0233009,77.0402781,"{'type': 'Polygon', 'coordinates': [[[77.0233009, 28.4200704], [77.0245587, 28.4193107], [77.0254168, 28.4188385], [77.0259303, 28.4185047], [77.0276144, 28.4177028], [77.0284359, 28.4169967], [77.0285135, 28.4159881], [77.0281718, 28.4132995], [77.0279006, 28.4115031], [77.0284388, 28.4101796], [77.0286977, 28.4097464], [77.0291977, 28.4091007], [77.0297455, 28.4082592], [77.0300862, 28.4069965], [77.0300931, 28.4069413], [77.0301705, 28.4065576], [77.0303359, 28.4060107], [77.0303374, 28.4060059], [77.0305808, 28.4052013], [77.0306943, 28.4045398], [77.0307812, 28.4036679], [77.0307802, 28.4030765], [77.030875, 28.4005528], [77.0370084, 28.4009707], [77.0402781, 28.401242], [77.0401564, 28.4022919], [77.0399203, 28.4025939], [77.039055, 28.4026859], [77.0379677, 28.4035282], [77.0374634, 28.4042265], [77.0375208, 28.4053283], [77.0368948, 28.4058969], [77.0368513, 28.4065139], [77.0367339, 28.4081807], [77.0358929, 28.4087302], [77.0344846, 28.4096505], [77.033991, 28.4103676], [77.0334401, 28.4123423], [77.0332255, 28.4129179], [77.0334187, 28.4139842], [77.0335297, 28.4163032], [77.0326121, 28.4190473], [77.0325603, 28.4192024], [77.0315771, 28.4215873], [77.0262518, 28.4239391], [77.0247704, 28.4242889], [77.0233009, 28.4200704]]]}"
"sector 73, Gurugram, Haryana, India",28.4008164,28.4220077,77.0092134,77.0233009,"{'type': 'Polygon', 'coordinates': [[[77.0092134, 28.4008281], [77.0160432, 28.4008164], [77.0207469, 28.4129267], [77.0233009, 28.4200704], [77.0196986, 28.4220077], [77.0162375, 28.414912], [77.0116947, 28.4059308], [77.0121029, 28.4058159], [77.0131993, 28.4057854], [77.0131865, 28.4052449], [77.0123961, 28.405245], [77.0124051, 28.4046717], [77.0116085, 28.4046678], [77.0111553, 28.4046987], [77.0106152, 28.4036287], [77.009756, 28.4019122], [77.0094932, 28.4013872], [77.0092837, 28.4009686], [77.0092134, 28.4008281]]]}"
"sector 74, Gurugram, Haryana, India",28.4008281,28.4240826,77.0000093,77.0196986,"{'type': 'Polygon', 'coordinates': [[[77.0000093, 28.4023072], [77.0092134, 28.4008281], [77.0092837, 28.4009686], [77.0094932, 28.4013872], [77.009756, 28.4019122], [77.0106152, 28.4036287], [77.0111553, 28.4046987], [77.0116085, 28.4046678], [77.0124051, 28.4046717], [77.0123961, 28.405245], [77.0131865, 28.4052449], [77.0131993, 28.4057854], [77.0121029, 28.4058159], [77.0116947, 28.4059308], [77.0162375, 28.414912], [77.0196986, 28.4220077], [77.0159279, 28.4240826], [77.0141684, 28.4220315], [77.0126127, 28.421315], [77.0120198, 28.4211561], [77.0108877, 28.4209609], [77.0087976, 28.4159314], [77.007613, 28.4129635], [77.0062662, 28.409589], [77.005537, 28.4085894], [77.0046285, 28.4079685], [77.0034301, 28.4069305], [77.0029236, 28.4065474], [77.0025086, 28.4061325], [77.0021452, 28.4057082], [77.0015453, 28.4050125], [77.0010017, 28.4042588], [77.0002669, 28.4029935], [77.0000093, 28.4023072]]]}"
"sector 75, Gurugram, Haryana, India",28.3764476,28.4164476,76.9865896,77.0265896,"{'type': 'Point', 'coordinates': [77.0065896, 28.3964476]}"
"sector 76, Gurugram, Haryana, India",28.3710112,28.4110112,76.9700243,77.0100243,"{'type': 'Point', 'coordinates': [76.9900243, 28.3910112]}"
"sector 77, Gurugram, Haryana, India",28.3632337,28.4032337,76.9625570,77.0025570,"{'type': 'Point', 'coordinates': [76.982557, 28.3832337]}"
"sector 78, Gurugram, Haryana, India",28.3621222,28.3838833,76.9613960,76.9830167,"{'type': 'Polygon', 'coordinates': [[[76.961396, 28.37906], [76.9664843, 28.3621222], [76.9751158, 28.3634258], [76.977904, 28.3651204], [76.9830167, 28.3718906], [76.9710829, 28.3835064], [76.970547, 28.3838833], [76.970258, 28.3835879], [76.961396, 28.37906]]]}"
"sector 79, Gurugram, Haryana, India",28.4008281,28.4240826,77.0000093,77.0196986,"{'type': 'Polygon', 'coordinates': [[[77.0000093, 28.4023072], [77.0092134, 28.4008281], [77.0092837, 28.4009686], [77.0094932, 28.4013872], [77.009756, 28.4019122], [77.0106152, 28.4036287], [77.0111553, 28.4046987], [77.0116085, 28.4046678], [77.0124051, 28.4046717], [77.0123961, 28.405245], [77.0131865, 28.4052449], [77.0131993, 28.4057854], [77.0121029, 28.4058159], [77.0116947, 28.4059308], [77.0162375, 28.414912], [77.0196986, 28.4220077], [77.0159279, 28.4240826], [77.0141684, 28.4220315], [77.0126127, 28.421315], [77.0120198, 28.4211561], [77.0108877, 28.4209609], [77.0087976, 28.4159314], [77.007613, 28.4129635], [77.0062662, 28.409589], [77.005537, 28.4085894], [77.0046285, 28.4079685], [77.0034301, 28.4069305], [77.0029236, 28.4065474], [77.0025086, 28.4061325], [77.0021452, 28.4057082], [77.0015453, 28.4050125], [77.0010017, 28.4042588], [77.0002669, 28.4029935], [77.0000093, 28.4023072]]]}"
"sector 80, Gurugram, Haryana, India",28.3612242,28.3790600,76.9568038,76.9664843,"{'type': 'Polygon', 'coordinates': [[[76.9568038, 28.3765333], [76.9616889, 28.3624364], [76.9641586, 28.3612242], [76.9655592, 28.3617996], [76.9664843, 28.3621222], [76.961396, 28.37906], [76.9568038, 28.3765333]]]}"
"sector 81, Gurugram, Haryana, India",28.3810248,28.3955282,76.9358092,76.9566384,"{'type': 'Polygon', 'coordinates': [[[76.9358092, 28.3880122], [76.9384074, 28.3853999], [76.9405244, 28.3834246], [76.9474621, 28.3810248], [76.9566384, 28.3861541], [76.9547605, 28.3889852], [76.9533531, 28.3911071], [76.9523091, 28.392681], [76.9509035, 28.3955282], [76.9500215, 28.3950422], [76.9427756, 28.3914581], [76.9358092, 28.3880122]]]}"
"sector 82, Gurugram, Haryana, India",28.3861541,28.3992344,76.9509035,76.9674154,"{'type': 'Polygon', 'coordinates': [[[76.9509035, 28.3955282], [76.9523091, 28.392681], [76.9533531, 28.3911071], [76.9547605, 28.3889852], [76.9566384, 28.3861541], [76.9597345, 28.3877261], [76.9618181, 28.3888061], [76.9627609, 28.3892888], [76.9674154, 28.3916719], [76.9651398, 28.3940356], [76.9646925, 28.3945774], [76.9631571, 28.3964586], [76.9616097, 28.3986548], [76.9608587, 28.3992344], [76.952261, 28.3960539], [76.9509035, 28.3955282]]]}"
"sector 82a, Gurugram, Haryana, India",28.3790600,28.3916719,76.9566384,76.9728308,"{'type': 'Polygon', 'coordinates': [[[76.9566384, 28.3861541], [76.9567443, 28.3859962], [76.9568236, 28.3858926], [76.9570308, 28.385583], [76.961396, 28.37906], [76.970258, 28.3835879], [76.970547, 28.3838833], [76.9716055, 28.3848622], [76.9718392, 28.3850834], [76.972703, 28.3859735], [76.9728308, 28.386218], [76.9708142, 28.3878775], [76.9697842, 28.3890274], [76.9685171, 28.390442], [76.9684774, 28.3904863], [76.9674154, 28.3916719], [76.9627609, 28.3892888], [76.9618181, 28.3888061], [76.9597345, 28.3877261], [76.9566384, 28.3861541]]]}"
"sector 83, Gurugram, Haryana, India",28.3862180,28.4051340,76.9608587,76.9825179,"{'type': 'Polygon', 'coordinates': [[[76.9608587, 28.3992344], [76.9616097, 28.3986548], [76.9631571, 28.3964586], [76.9646925, 28.3945774], [76.9651398, 28.3940356], [76.9674154, 28.3916719], [76.9684774, 28.3904863], [76.9685171, 28.390442], [76.9697842, 28.3890274], [76.9708142, 28.3878775], [76.9728308, 28.386218], [76.975006, 28.3883935], [76.9789839, 28.3925281], [76.9795262, 28.3929931], [76.9819303, 28.3955576], [76.9825179, 28.3961844], [76.9780273, 28.4005379], [76.9728238, 28.405134], [76.9700559, 28.4037819], [76.9625225, 28.4001018], [76.9613005, 28.3995048], [76.9608587, 28.3992344]]]}"
"sector 84, Gurugram, Haryana, India",28.3992344,28.4171845,76.9547099,76.9728238,"{'type': 'Polygon', 'coordinates': [[[76.9547099, 28.4120177], [76.9554247, 28.4105443], [76.9563101, 28.4088117], [76.9574996, 28.4064838], [76.9577754, 28.4059406], [76.9595686, 28.4024096], [76.9602997, 28.4001996], [76.9608587, 28.3992344], [76.9613005, 28.3995048], [76.9625225, 28.4001018], [76.9700559, 28.4037819], [76.9728238, 28.405134], [76.9704042, 28.40768], [76.9677705, 28.4104658], [76.9641227, 28.4171845], [76.9547497, 28.4120642], [76.9547099, 28.4120177]]]}"
"sector 85, Gurugram, Haryana, India",28.3955282,28.4120177,76.9453919,76.9608587,"{'type': 'Polygon', 'coordinates': [[[76.9453919, 28.4072042], [76.94962, 28.3982475], [76.9509035, 28.3955282], [76.952261, 28.3960539], [76.9608587, 28.3992344], [76.9602997, 28.4001996], [76.9595686, 28.4024096], [76.9577754, 28.4059406], [76.9574996, 28.4064838], [76.9563101, 28.4088117], [76.9554247, 28.4105443], [76.9547099, 28.4120177], [76.9546094, 28.411984], [76.9541112, 28.4117241], [76.9529694, 28.4111146], [76.9516046, 28.4103861], [76.9513613, 28.4102643], [76.9511364, 28.4101517], [76.9503489, 28.4097286], [76.9502797, 28.4096922], [76.9454251, 28.4073146], [76.9453919, 28.4072042]]]}"
"sector 86, Gurugram, Haryana, India",28.3880122,28.4072042,76.9313357,76.9509035,"{'type': 'Polygon', 'coordinates': [[[76.9313357, 28.4000485], [76.9358092, 28.3880122], [76.9427756, 28.3914581], [76.9500215, 28.3950422], [76.9509035, 28.3955282], [76.94962, 28.3982475], [76.9453919, 28.4072042], [76.9374633, 28.4032618], [76.9373791, 28.403221], [76.9328558, 28.4009799], [76.932707, 28.4008004], [76.9313357, 28.4000485]]]}"
"sector 87, Gurugram, Haryana, India",28.3856785,28.4000575,76.9192621,76.9358092,"{'type': 'Polygon', 'coordinates': [[[76.9192621, 28.3937778], [76.9315631, 28.3856785], [76.9358092, 28.3880122], [76.9313357, 28.4000485], [76.9312682, 28.4000575], [76.9192621, 28.3937778]]]}"
"sector 88, Gurugram, Haryana, India",28.4120177,28.4299891,76.9498559,76.9641227,"{'type': 'Polygon', 'coordinates': [[[76.9498559, 28.427965], [76.9525872, 28.4189918], [76.9526607, 28.4187947], [76.952722, 28.4185833], [76.9547099, 28.4120177], [76.9547497, 28.4120642], [76.9641227, 28.4171845], [76.9627, 28.42192], [76.9612918, 28.4299891], [76.9577517, 28.4279313], [76.9566025, 28.4279229], [76.9558902, 28.4280186], [76.9557858, 28.4280472], [76.9539776, 28.4284659], [76.9498559, 28.427965]]]}"
"sector 88a, Gurugram, Haryana, India",28.4279229,28.4391412,76.9485789,76.9612918,"{'type': 'Polygon', 'coordinates': [[[76.9485789, 28.4308809], [76.9498559, 28.427965], [76.9539776, 28.4284659], [76.9557858, 28.4280472], [76.9558902, 28.4280186], [76.9566025, 28.4279229], [76.9577517, 28.4279313], [76.9612918, 28.4299891], [76.9608794, 28.4321442], [76.9605839, 28.4356691], [76.9602533, 28.438598], [76.9602483, 28.4391412], [76.9512248, 28.4386057], [76.9486936, 28.4385007], [76.9498096, 28.4310229], [76.9485789, 28.4308809]]]}"
"sector 88b, Gurugram, Haryana, India",28.4220223,28.4620223,76.9338495,76.9738495,"{'type': 'Point', 'coordinates': [76.9538495, 28.4420223]}"
"sector 89, Gurugram, Haryana, India",28.4072042,28.4279650,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
"sector 90, Gurugram, Haryana, India",28.4000485,28.4135610,76.9276481,76.9453919,"{'type': 'Polygon', 'coordinates': [[[76.9276481, 28.408329], [76.9313357, 28.4000485], [76.932707, 28.4008004], [76.9328558, 28.4009799], [76.9373791, 28.403221], [76.9374633, 28.4032618], [76.9453919, 28.4072042], [76.941678, 28.413561], [76.9276849, 28.408423], [76.9276481, 28.408329]]]}"
"sector 91, Gurugram, Haryana, India",28.3937778,28.4084230,76.9086172,76.9313357,"{'type': 'Polygon', 'coordinates': [[[76.9086172, 28.4012233], [76.9143364, 28.3973234], [76.9192621, 28.3937778], [76.9312682, 28.4000575], [76.9313357, 28.4000485], [76.9276481, 28.408329], [76.9276849, 28.408423], [76.9244146, 28.4072081], [76.922579, 28.4065308], [76.9200977, 28.4056045], [76.9176066, 28.4046565], [76.9167419, 28.4043275], [76.91591, 28.4040109], [76.9133046, 28.403015], [76.9125796, 28.4027379], [76.9086172, 28.4012233]]]}"
"sector 92, Gurugram, Haryana, India",28.4012233,28.4181216,76.8993916,76.9276849,"{'type': 'Polygon', 'coordinates': [[[76.8993916, 28.4073552], [76.9071668, 28.4021721], [76.9086172, 28.4012233], [76.9125796, 28.4027379], [76.9133046, 28.403015], [76.91591, 28.4040109], [76.9167419, 28.4043275], [76.9176066, 28.4046565], [76.9200977, 28.4056045], [76.922579, 28.4065308], [76.9244146, 28.4072081], [76.9276849, 28.408423], [76.9241277, 28.4181216], [76.9186754, 28.4166938], [76.9106073, 28.4128438], [76.8993916, 28.4073552]]]}"
"sector 93, Gurugram, Haryana, India",28.4084230,28.4207947,76.9241277,76.9416780,"{'type': 'Polygon', 'coordinates': [[[76.9241277, 28.4181216], [76.9276849, 28.408423], [76.941678, 28.413561], [76.9412706, 28.4142658], [76.9374959, 28.4207947], [76.9318075, 28.4195246], [76.9241277, 28.4181216]]]}"
"sector 94, Gurugram, Haryana, India",28.4181216,28.4245277,76.9222373,76.9374959,"{'type': 'Polygon', 'coordinates': [[[76.9222373, 28.4227705], [76.9241277, 28.4181216], [76.9318075, 28.4195246], [76.9374959, 28.4207947], [76.9369233, 28.4217639], [76.9355611, 28.4245277], [76.9347698, 28.4243853], [76.9342159, 28.4242877], [76.9318323, 28.4240313], [76.9253702, 28.4230724], [76.9222373, 28.4227705]]]}"
"sector 95, Gurugram, Haryana, India",28.3949443,28.4349443,76.8914892,76.9314892,"{'type': 'Point', 'coordinates': [76.9114892, 28.4149443]}"
"sector 96, Gurugram, Haryana, India",28.4950144,28.5119073,77.0687536,77.0916743,"{'type': 'Polygon', 'coordinates': [[[77.0687536, 28.5036859], [77.0719207, 28.5014868], [77.0730631, 28.5009648], [77.0753648, 28.5006701], [77.0765737, 28.5005817], [77.079202, 28.5008834], [77.0856701, 28.4958522], [77.0862237, 28.4950144], [77.0864238, 28.4952403], [77.0880312, 28.4969849], [77.0893749, 28.4984433], [77.0916743, 28.5009315], [77.0911395, 28.5012251], [77.083368, 28.506939], [77.07916, 28.5100327], [77.0774536, 28.5112873], [77.0764205, 28.511393], [77.0763485, 28.5114004], [77.0761245, 28.5114603], [77.0746225, 28.5119073], [77.074278, 28.5111214], [77.0740678, 28.5104203], [77.0714703, 28.5067703], [77.0687536, 28.5036859]]]}"
"sector 97, Gurugram, Haryana, India",28.3892824,28.4292824,76.8605901,76.9005901,"{'type': 'Point', 'coordinates': [76.8805901, 28.4092824]}"
"sector 98, Gurugram, Haryana, India",28.5071706,28.5212528,76.9706359,76.9991059,"{'type': 'Polygon', 'coordinates': [[[76.9706359, 28.5157991], [76.975992, 28.512758], [76.9797011, 28.510739], [76.9805237, 28.5102258], [76.9854207, 28.5071706], [76.9860482, 28.5076491], [76.9872633, 28.5082695], [76.9910439, 28.5105074], [76.9923118, 28.5124632], [76.9954418, 28.5144465], [76.9991059, 28.5178978], [76.9990202, 28.5184844], [76.9968081, 28.5197112], [76.9959691, 28.5180316], [76.9953859, 28.5171445], [76.9945276, 28.5176083], [76.9909463, 28.5135677], [76.983382, 28.5169891], [76.9832794, 28.5170355], [76.9812139, 28.5191174], [76.9802327, 28.5198029], [76.9783615, 28.5212528], [76.9760102, 28.5189385], [76.9706359, 28.5157991]]]}"
"sector 99, Gurugram, Haryana, India",28.4445549,28.4845549,76.9428585,76.9828585,"{'type': 'Point', 'coordinates': [76.9628585, 28.4645549]}"
"sector 99a, Gurugram, Haryana, India",28.4354059,28.4754059,76.9310278,76.9710278,"{'type': 'Point', 'coordinates': [76.9510278, 28.4554059]}"
"sector 100, Gurugram, Haryana, India",28.4524808,28.4678764,76.9612774,76.9792772,"{'type': 'Polygon', 'coordinates': [[[76.9612774, 28.4524808], [76.9623868, 28.4530169], [76.9776032, 28.4615642], [76.9792533, 28.4625522], [76.9792772, 28.462619], [76.9717224, 28.4678764], [76.9685001, 28.4643543], [76.9652814, 28.4595628], [76.9612774, 28.4524808]]]}"
"sector 101, Gurugram, Haryana, India",28.4626190,28.4755644,76.9717224,76.9898798,"{'type': 'Polygon', 'coordinates': [[[76.9717224, 28.4678764], [76.9792772, 28.462619], [76.9881219, 28.4676144], [76.9887947, 28.4679944], [76.9898798, 28.4686072], [76.9808303, 28.4755644], [76.9798971, 28.4747665], [76.9717224, 28.4678764]]]}"
"sector 102, Gurugram, Haryana, India",28.4678764,28.4860356,76.9607315,76.9808303,"{'type': 'Polygon', 'coordinates': [[[76.9607315, 28.4705733], [76.9649987, 28.4703475], [76.9684729, 28.4703766], [76.9687397, 28.4702945], [76.9689955, 28.4701492], [76.9709905, 28.4684865], [76.9717224, 28.4678764], [76.9798971, 28.4747665], [76.9808303, 28.4755644], [76.9748588, 28.4809606], [76.9692444, 28.4860356], [76.9665067, 28.4806004], [76.9654443, 28.4787172], [76.9642444, 28.4765902], [76.9607315, 28.4705733]]]}"
"sector 103, Gurugram, Haryana, India",28.4817885,28.5071706,76.9720448,76.9994099,"{'type': 'Polygon', 'coordinates': [[[76.9720448, 28.4914468], [76.9734664, 28.490094], [76.9745038, 28.4891069], [76.9777595, 28.4865896], [76.9832406, 28.4847617], [76.9877826, 28.4817885], [76.9994099, 28.4931639], [76.9958932, 28.49571], [76.9958867, 28.4995722], [76.993081, 28.5026631], [76.9897562, 28.5047863], [76.9854207, 28.5071706], [76.979788, 28.501845], [76.9762078, 28.4984432], [76.9720448, 28.4914468]]]}"
"sector 104, Gurugram, Haryana, India",28.4686072,28.4931639,76.9808303,77.0085706,"{'type': 'Polygon', 'coordinates': [[[76.9808303, 28.4755644], [76.9898798, 28.4686072], [76.9918743, 28.469506], [76.9950629, 28.4713895], [76.9972731, 28.4731437], [76.9997428, 28.4754929], [77.0085706, 28.4858551], [77.007736, 28.4865452], [77.0047802, 28.4881926], [76.9994099, 28.4931639], [76.9877826, 28.4817885], [76.9870632, 28.4811977], [76.9808303, 28.4755644]]]}"
"sector 105, Gurugram, Haryana, India",28.4858551,28.5013412,76.9994099,77.0165107,"{'type': 'Polygon', 'coordinates': [[[76.9994099, 28.4931639], [77.0047802, 28.4881926], [77.007736, 28.4865452], [77.0085706, 28.4858551], [77.0109259, 28.4886735], [77.0146077, 28.4930791], [77.0165107, 28.4953561], [77.0094096, 28.5005242], [77.008175, 28.5013412], [77.0073952, 28.5005469], [77.0054715, 28.4985554], [76.9994099, 28.4931639]]]}"
"sector 106, Gurugram, Haryana, India",28.4931639,28.5144465,76.9854207,77.0081750,"{'type': 'Polygon', 'coordinates': [[[76.9854207, 28.5071706], [76.9897562, 28.5047863], [76.993081, 28.5026631], [76.9958867, 28.4995722], [76.9958932, 28.49571], [76.9994099, 28.4931639], [77.0054715, 28.4985554], [77.0073952, 28.5005469], [77.008175, 28.5013412], [77.0049479, 28.5047628], [77.0036095, 28.50612], [76.998892, 28.5109554], [76.9979303, 28.5119471], [76.9954418, 28.5144465], [76.9923118, 28.5124632], [76.9910439, 28.5105074], [76.9872633, 28.5082695], [76.9860482, 28.5076491], [76.9854207, 28.5071706]], [[76.9948373, 28.5139829], [76.9954371, 28.5144223], [76.9979086, 28.5119564], [76.9968216, 28.5119795], [76.9948373, 28.5139829]]]}"
"sector 107, Gurugram, Haryana, India",28.4984432,28.5157991,76.9620491,76.9854207,"{'type': 'Polygon', 'coordinates': [[[76.9620491, 28.5115276], [76.9648243, 28.509661], [76.9762078, 28.4984432], [76.979788, 28.501845], [76.9854207, 28.5071706], [76.9805237, 28.5102258], [76.9797011, 28.510739], [76.975992, 28.512758], [76.9706359, 28.5157991], [76.9620491, 28.5115276]]]}"
"sector 108, Gurugram, Haryana, India",28.5071706,28.5212528,76.9706359,76.9991059,"{'type': 'Polygon', 'coordinates': [[[76.9706359, 28.5157991], [76.975992, 28.512758], [76.9797011, 28.510739], [76.9805237, 28.5102258], [76.9854207, 28.5071706], [76.9860482, 28.5076491], [76.9872633, 28.5082695], [76.9910439, 28.5105074], [76.9923118, 28.5124632], [76.9954418, 28.5144465], [76.9991059, 28.5178978], [76.9990202, 28.5184844], [76.9968081, 28.5197112], [76.9959691, 28.5180316], [76.9953859, 28.5171445], [76.9945276, 28.5176083], [76.9909463, 28.5135677], [76.983382, 28.5169891], [76.9832794, 28.5170355], [76.9812139, 28.5191174], [76.9802327, 28.5198029], [76.9783615, 28.5212528], [76.9760102, 28.5189385], [76.9706359, 28.5157991]]]}"
"sector 109, Gurugram, Haryana, India",28.5013412,28.5184844,76.9948373,77.0186166,"{'type': 'MultiPolygon', 'coordinates': [[[[76.9948373, 28.5139829], [76.9968216, 28.5119795], [76.9979086, 28.5119564], [76.9954371, 28.5144223], [76.9948373, 28.5139829]]], [[[76.9954418, 28.5144465], [76.9979303, 28.5119471], [76.998892, 28.5109554], [77.0036095, 28.50612], [77.0049479, 28.5047628], [77.008175, 28.5013412], [77.0122796, 28.5063038], [77.0156032, 28.5097268], [77.0165098, 28.5107002], [77.0186166, 28.5133462], [77.0165929, 28.5145574], [77.0139811, 28.5161177], [77.0125525, 28.5169683], [77.0116413, 28.5161518], [77.0108262, 28.5154209], [77.0105264, 28.5151521], [77.010493, 28.5151221], [77.0100507, 28.5147255], [77.0085304, 28.5151415], [77.0070407, 28.515549], [77.0067265, 28.515635], [77.0059192, 28.5158559], [77.0027227, 28.5172931], [76.9999924, 28.5179713], [76.9990202, 28.5184844], [76.9991059, 28.5178978], [76.9954418, 28.5144465]]]]}"
"sector 110, Gurugram, Haryana, India",28.4953561,28.5187849,77.0081750,77.0269322,"{'type': 'Polygon', 'coordinates': [[[77.008175, 28.5013412], [77.0094096, 28.5005242], [77.0165107, 28.4953561], [77.0181865, 28.4973408], [77.0246723, 28.5050072], [77.0251016, 28.5055276], [77.0269322, 28.5078503], [77.0266538, 28.5085899], [77.0256752, 28.5117855], [77.0255145, 28.5122734], [77.0254873, 28.5123811], [77.0254531, 28.5124925], [77.0254104, 28.5126143], [77.0253975, 28.5126548], [77.025258, 28.5130918], [77.0248151, 28.5145133], [77.0234394, 28.5187849], [77.0186166, 28.5133462], [77.0165098, 28.5107002], [77.0156032, 28.5097268], [77.0122796, 28.5063038], [77.008175, 28.5013412]]]}"
"sector 111, Gurugram, Haryana, India",28.5144708,28.5300656,77.0251671,77.0424046,"{'type': 'Polygon', 'coordinates': [[[77.0251671, 28.5206665], [77.0326049, 28.5144708], [77.0424046, 28.5256984], [77.0417144, 28.5260711], [77.0356349, 28.5292442], [77.0356102, 28.5292571], [77.034625, 28.529765], [77.0345078, 28.5298263], [77.0340512, 28.5300656], [77.0251671, 28.5206665]]]}"
"sector 112, Gurugram, Haryana, India",28.5133462,28.5348138,77.0105771,77.0234394,"{'type': 'Polygon', 'coordinates': [[[77.0105771, 28.5257745], [77.0109551, 28.5254602], [77.0146291, 28.5243485], [77.0169637, 28.5210774], [77.0144723, 28.518757], [77.012884, 28.5172777], [77.0125525, 28.5169683], [77.0139811, 28.5161177], [77.0165929, 28.5145574], [77.0186166, 28.5133462], [77.0234394, 28.5187849], [77.022514, 28.5217849], [77.021411, 28.5260523], [77.0212491, 28.5266786], [77.021116, 28.5271935], [77.0206217, 28.5286783], [77.0185792, 28.5348138], [77.0105771, 28.5257745]]]}"
"sector 113, Gurugram, Haryana, India",28.5187849,28.5362180,77.0185792,77.0340512,"{'type': 'Polygon', 'coordinates': [[[77.0185792, 28.5348138], [77.0206217, 28.5286783], [77.021116, 28.5271935], [77.0212491, 28.5266786], [77.021411, 28.5260523], [77.022514, 28.5217849], [77.0234394, 28.5187849], [77.0251671, 28.5206665], [77.0340512, 28.5300656], [77.0321199, 28.5310788], [77.0298669, 28.5316849], [77.0297824, 28.5317014], [77.0245904, 28.5327132], [77.0232547, 28.5335616], [77.0219253, 28.5347748], [77.0217025, 28.5349596], [77.0197006, 28.536218], [77.0185792, 28.5348138]]]}"
"sector 114, Gurugram, Haryana, India",28.5257745,28.5405156,77.0050158,77.0197006,"{'type': 'Polygon', 'coordinates': [[[77.0050158, 28.5289423], [77.0084757, 28.5270284], [77.0096001, 28.526641], [77.0105771, 28.5257745], [77.0185792, 28.5348138], [77.0197006, 28.536218], [77.0174236, 28.537688], [77.0162809, 28.5392112], [77.0140944, 28.5399982], [77.0134571, 28.5405156], [77.0128497, 28.5402697], [77.0132608, 28.5383874], [77.0050158, 28.5289423]]]}"
"sector 115, Gurugram, Haryana, India",28.5289423,28.5409048,77.0013356,77.0132608,"{'type': 'Polygon', 'coordinates': [[[77.0013356, 28.530984], [77.0016511, 28.5308084], [77.0050158, 28.5289423], [77.0132608, 28.5383874], [77.0128497, 28.5402697], [77.0122093, 28.5400104], [77.0101934, 28.5402687], [77.0096859, 28.539869], [77.007818, 28.5409048], [77.0069243, 28.5402159], [77.0054602, 28.5394958], [77.0045632, 28.5388005], [77.0042991, 28.5378845], [77.0016644, 28.5334918], [77.0013356, 28.530984]]]}"
